Age,Premium
56,11700
31,6700
46,9700
58,12100
39,8300
47,9900
43,9100
45,9500
38,8100
73,15100
34,7300
72,14900
36,7700
22,4900
24,5300
34,7300
22,4900
33,7100
21,4700
47,9900
44,9300
66,13700
60,12500
33,7100
29,6300
29,6300
29,6300
48,10100
24,5300
41,8700
19,4300
34,7300
42,8900
42,8900
20,4500
53,11100
22,4900
23,5100
21,4700
24,5300
45,9500
60,12500
67,13900
47,9900
31,6700
58,12100
29,6300
69,14300
49,10300
73,15100
24,5300
29,6300
30,6500
54,11300
55,11500
64,13300
63,13100
38,8100
66,13700
27,5900
53,11100
62,12900
60,12500
59,12300
63,13100
37,7900
64,13300
69,14300
73,15100
60,12500
24,5300
58,12100
34,7300
32,6900
27,5900
63,13100
39,8300
56,11700
42,8900
72,14900
27,5900
31,6700
38,8100
53,11100
21,4700
24,5300
66,13700
47,9900
59,12300
45,9500
73,15100
25,5500
26,5700
42,8900
26,5700
34,7300
39,8300
54,11300
34,7300
27,5900
44,9300
45,9500
20,4500
55,11500
69,14300
43,9100
18,4100
30,6500
63,13100
32,6900
66,13700
52,10900
33,7100
44,9300
32,6900
24,5300
53,11100
22,4900
54,11300
56,11700
55,11500
53,11100
64,13300
24,5300
32,6900
25,5500
53,11100
61,12700
23,5100
20,4500
23,5100
42,8900
49,10300
43,9100
18,4100
60,12500
50,10500
50,10500
49,10300
37,7900
69,14300
52,10900
38,8100
31,6700
36,7700
56,11700
64,13300
18,4100
74,15300
30,6500
23,5100
35,7500
33,7100
49,10300
49,10300
50,10500
42,8900
71,14700
63,13100
63,13100
47,9900
28,6100
66,13700
36,7700
56,11700
31,6700
31,6700
35,7500
46,9700
49,10300
53,11100
63,13100
26,5700
31,6700
29,6300
38,8100
25,5500
57,11900
19,4300
45,9500
71,14700
41,8700
47,9900
30,6500
26,5700
50,10500
63,13100
42,8900
36,7700
41,8700
24,5300
29,6300
47,9900
46,9700
18,4100
24,5300
36,7700
65,13500
72,14900
18,4100
63,13100
24,5300
24,5300
71,14700
50,10500
61,12700
51,10700
28,6100
30,6500
20,4500
47,9900
43,9100
24,5300
59,12300
45,9500
24,5300
59,12300
67,13900
69,14300
72,14900
46,9700
23,5100
43,9100
46,9700
64,13300
64,13300
66,13700
42,8900
61,12700
18,4100
66,13700
35,7500
42,8900
40,8500
63,13100
66,13700
54,11300
27,5900
22,4900
64,13300
20,4500
60,12500
54,11300
33,7100
64,13300
60,12500
65,13500
67,13900
36,7700
29,6300
70,14500
62,12900
38,8100
61,12700
18,4100
44,9300
63,13100
57,11900
18,4100
36,7700
38,8100
32,6900
20,4500
19,4300
73,15100
22,4900
61,12700
53,11100
49,10300
57,11900
20,4500
22,4900
55,11500
51,10700
23,5100
42,8900
23,5100
56,11700
67,13900
68,14100
56,11700
39,8300
40,8500
20,4500
64,13300
40,8500
50,10500
47,9900
23,5100
24,5300
46,9700
51,10700
36,7700
28,6100
62,12900
44,9300
74,15300
54,11300
72,14900
61,12700
66,13700
34,7300
35,7500
21,4700
21,4700
41,8700
22,4900
66,13700
74,15300
54,11300
35,7500
74,15300
24,5300
25,5500
44,9300
40,8500
50,10500
22,4900
45,9500
55,11500
18,4100
63,13100
29,6300
36,7700
69,14300
32,6900
33,7100
38,8100
45,9500
24,5300
30,6500
71,14700
38,8100
68,14100
45,9500
54,11300
29,6300
24,5300
65,13500
28,6100
24,5300
68,14100
67,13900
25,5500
57,11900
60,12500
41,8700
59,12300
57,11900
65,13500
60,12500
52,10900
30,6500
29,6300
74,15300
60,12500
40,8500
56,11700
66,13700
33,7100
48,10100
50,10500
34,7300
30,6500
67,13900
29,6300
25,5500
20,4500
50,10500
35,7500
33,7100
22,4900
39,8300
58,12100
63,13100
56,11700
27,5900
68,14100
68,14100
46,9700
25,5500
49,10300
27,5900
48,10100
29,6300
31,6700
34,7300
39,8300
48,10100
38,8100
54,11300
69,14300
73,15100
57,11900
32,6900
40,8500
54,11300
53,11100
60,12500
63,13100
53,11100
63,13100
72,14900
32,6900
21,4700
28,6100
35,7500
36,7700
33,7100
20,4500
43,9100
70,14500
39,8300
39,8300
67,13900
73,15100
50,10500
72,14900
22,4900
32,6900
29,6300
67,13900
57,11900
35,7500
60,12500
60,12500
74,15300
20,4500
55,11500
70,14500
35,7500
24,5300
69,14300
67,13900
22,4900
48,10100
24,5300
27,5900
51,10700
52,10900
67,13900
48,10100
36,7700
18,4100
53,11100
31,6700
38,8100
49,10300
67,13900
56,11700
37,7900
37,7900
48,10100
45,9500
25,5500
52,10900
65,13500
22,4900
20,4500
20,4500
20,4500
41,8700
40,8500
37,7900
44,9300
31,6700
70,14500
52,10900
23,5100
52,10900
26,5700
32,6900
68,14100
32,6900
61,12700
20,4500
54,11300
56,11700
30,6500
58,12100
43,9100
66,13700
20,4500
46,9700
52,10900
38,8100
64,13300
40,8500
18,4100
60,12500
48,10100
25,5500
37,7900
29,6300
48,10100
29,6300
62,12900
21,4700
64,13300
65,13500
68,14100
42,8900
24,5300
41,8700
51,10700
49,10300
34,7300
35,7500
69,14300
28,6100
26,5700
27,5900
53,11100
57,11900
25,5500
27,5900
52,10900
23,5100
63,13100
65,13500
60,12500
28,6100
74,15300
49,10300
62,12900
39,8300
18,4100
42,8900
28,6100
57,11900
21,4700
66,13700
28,6100
71,14700
69,14300
37,7900
64,13300
52,10900
57,11900
44,9300
43,9100
40,8500
30,6500
45,9500
50,10500
35,7500
46,9700
69,14300
27,5900
42,8900
35,7500
37,7900
69,14300
70,14500
65,13500
27,5900
42,8900
46,9700
50,10500
69,14300
74,15300
20,4500
58,12100
31,6700
67,13900
69,14300
38,8100
54,11300
39,8300
19,4300
50,10500
41,8700
62,12900
49,10300
72,14900
28,6100
50,10500
68,14100
71,14700
67,13900
37,7900
46,9700
35,7500
27,5900
69,14300
37,7900
40,8500
32,6900
69,14300
54,11300
56,11700
18,4100
69,14300
58,12100
57,11900
41,8700
35,7500
28,6100
26,5700
30,6500
45,9500
63,13100
29,6300
34,7300
65,13500
74,15300
48,10100
44,9300
60,12500
68,14100
29,6300
33,7100
44,9300
55,11500
48,10100
31,6700
28,6100
56,11700
43,9100
56,11700
50,10500
62,12900
60,12500
72,14900
28,6100
39,8300
54,11300
56,11700
36,7700
68,14100
43,9100
25,5500
38,8100
49,10300
67,13900
26,5700
40,8500
20,4500
53,11100
40,8500
19,4300
73,15100
55,11500
68,14100
37,7900
35,7500
59,12300
31,6700
19,4300
73,15100
35,7500
55,11500
25,5500
70,14500
44,9300
48,10100
41,8700
30,6500
38,8100
46,9700
47,9900
72,14900
48,10100
27,5900
52,10900
69,14300
66,13700
29,6300
64,13300
51,10700
26,5700
66,13700
20,4500
39,8300
39,8300
19,4300
56,11700
47,9900
50,10500
25,5500
66,13700
58,12100
65,13500
67,13900
43,9100
31,6700
60,12500
42,8900
69,14300
68,14100
55,11500
43,9100
63,13100
37,7900
36,7700
32,6900
45,9500
29,6300
50,10500
40,8500
24,5300
24,5300
54,11300
31,6700
56,11700
69,14300
42,8900
33,7100
32,6900
28,6100
32,6900
66,13700
39,8300
23,5100
43,9100
36,7700
61,12700
64,13300
49,10300
51,10700
43,9100
47,9900
42,8900
22,4900
42,8900
20,4500
70,14500
74,15300
32,6900
32,6900
19,4300
65,13500
70,14500
56,11700
66,13700
42,8900
24,5300
65,13500
59,12300
68,14100
46,9700
34,7300
45,9500
65,13500
58,12100
36,7700
27,5900
74,15300
37,7900
23,5100
62,12900
19,4300
24,5300
52,10900
68,14100
33,7100
20,4500
30,6500
33,7100
56,11700
26,5700
74,15300
50,10500
47,9900
40,8500
43,9100
72,14900
21,4700
23,5100
62,12900
74,15300
69,14300
33,7100
19,4300
38,8100
59,12300
29,6300
55,11500
24,5300
28,6100
26,5700
65,13500
71,14700
62,12900
36,7700
73,15100
38,8100
37,7900
62,12900
22,4900
51,10700
44,9300
29,6300
60,12500
29,6300
21,4700
22,4900
72,14900
46,9700
69,14300
68,14100
38,8100
68,14100
60,12500
50,10500
43,9100
32,6900
41,8700
61,12700
33,7100
71,14700
24,5300
35,7500
38,8100
51,10700
67,13900
20,4500
39,8300
66,13700
22,4900
19,4300
25,5500
36,7700
31,6700
29,6300
64,13300
65,13500
34,7300
63,13100
41,8700
33,7100
28,6100
21,4700
33,7100
44,9300
63,13100
19,4300
38,8100
53,11100
60,12500
33,7100
73,15100
34,7300
25,5500
62,12900
52,10900
57,11900
47,9900
37,7900
52,10900
69,14300
26,5700
18,4100
42,8900
27,5900
57,11900
28,6100
69,14300
52,10900
50,10500
62,12900
25,5500
24,5300
44,9300
63,13100
40,8500
48,10100
32,6900
74,15300
69,14300
43,9100
53,11100
70,14500
62,12900
51,10700
51,10700
43,9100
66,13700
64,13300
65,13500
22,4900
73,15100
52,10900
31,6700
55,11500
59,12300
59,12300
66,13700
53,11100
24,5300
33,7100
65,13500
26,5700
30,6500
23,5100
19,4300
23,5100
39,8300
34,7300
24,5300
47,9900
57,11900
25,5500
57,11900
66,13700
44,9300
20,4500
63,13100
30,6500
68,14100
25,5500
59,12300
25,5500
45,9500
43,9100
19,4300
33,7100
27,5900
50,10500
33,7100
72,14900
21,4700
74,15300
56,11700
43,9100
28,6100
32,6900
37,7900
63,13100
66,13700
28,6100
59,12300
54,11300
32,6900
21,4700
21,4700
35,7500
45,9500
69,14300
44,9300
30,6500
50,10500
60,12500
51,10700
70,14500
20,4500
63,13100
36,7700
35,7500
71,14700
60,12500
18,4100
18,4100
71,14700
24,5300
38,8100
68,14100
51,10700
33,7100
31,6700
49,10300
46,9700
35,7500
68,14100
43,9100
58,12100
49,10300
18,4100
28,6100
45,9500
31,6700
52,10900
42,8900
38,8100
54,11300
40,8500
63,13100
41,8700
43,9100
48,10100
50,10500
61,12700
73,15100
68,14100
58,12100
32,6900
55,11500
40,8500
39,8300
60,12500
67,13900
61,12700
59,12300
37,7900
20,4500
50,10500
51,10700
74,15300
74,15300
41,8700
48,10100
29,6300
69,14300
36,7700
44,9300
51,10700
27,5900
72,14900
22,4900
70,14500
18,4100
24,5300
41,8700
43,9100
52,10900
58,12100
43,9100
41,8700
74,15300
72,14900
29,6300
37,7900
42,8900
68,14100
51,10700
70,14500
50,10500
50,10500
23,5100
18,4100
26,5700
24,5300
52,10900
42,8900
43,9100
22,4900
36,7700
30,6500
53,11100
19,4300
68,14100
23,5100
56,11700
50,10500
64,13300
62,12900
70,14500
49,10300
42,8900
66,13700
72,14900
71,14700
31,6700
59,12300
30,6500
32,6900
49,10300
74,15300
23,5100
50,10500
37,7900
44,9300
41,8700
58,12100
52,10900
73,15100
23,5100
28,6100
69,14300
58,12100
55,11500
35,7500
70,14500
62,12900
48,10100
24,5300
20,4500
19,4300
47,9900
42,8900
40,8500
34,7300
55,11500
54,11300
56,11700
44,9300
71,14700
37,7900
27,5900
63,13100
25,5500
71,14700
48,10100
43,9100
60,12500
59,12300
22,4900
41,8700
67,13900
56,11700
50,10500
71,14700
24,5300
60,12500
69,14300
74,15300
38,8100
74,15300
61,12700
38,8100
58,12100
59,12300
73,15100
51,10700
48,10100
32,6900
51,10700
52,10900
58,12100
72,14900
19,4300
58,12100
25,5500
58,12100
72,14900
30,6500
44,9300
50,10500
45,9500
26,5700
24,5300
64,13300
71,14700
34,7300
29,6300
44,9300
26,5700
62,12900
31,6700
37,7900
64,13300
27,5900
72,14900
47,9900
62,12900
65,13500
57,11900
49,10300
73,15100
22,4900
41,8700
51,10700
33,7100
58,12100
20,4500
65,13500
28,6100
48,10100
23,5100
55,11500
54,11300
68,14100
68,14100
46,9700
28,6100
46,9700
74,15300
46,9700
33,7100
56,11700
47,9900
52,10900
68,14100
44,9300
23,5100
32,6900
38,8100
20,4500
61,12700
27,5900
30,6500
70,14500
55,11500
48,10100
21,4700
28,6100
67,13900
68,14100
53,11100
46,9700
56,11700
40,8500
36,7700
61,12700
66,13700
24,5300
35,7500
66,13700
42,8900
25,5500
41,8700
56,11700
72,14900
44,9300
43,9100
57,11900
21,4700
26,5700
24,5300
57,11900
24,5300
59,12300
46,9700
47,9900
62,12900
32,6900
35,7500
38,8100
18,4100
42,8900
23,5100
62,12900
31,6700
25,5500
18,4100
74,15300
24,5300
37,7900
60,12500
55,11500
67,13900
18,4100
49,10300
35,7500
45,9500
71,14700
25,5500
51,10700
28,6100
70,14500
41,8700
49,10300
39,8300
36,7700
51,10700
42,8900
55,11500
74,15300
51,10700
31,6700
40,8500
47,9900
19,4300
70,14500
26,5700
54,11300
62,12900
61,12700
18,4100
63,13100
23,5100
41,8700
69,14300
61,12700
24,5300
63,13100
42,8900
45,9500
46,9700
37,7900
72,14900
63,13100
52,10900
60,12500
55,11500
74,15300
31,6700
71,14700
71,14700
25,5500
33,7100
47,9900
26,5700
74,15300
44,9300
25,5500
57,11900
31,6700
51,10700
32,6900
51,10700
49,10300
71,14700
24,5300
47,9900
51,10700
42,8900
58,12100
70,14500
54,11300
50,10500
47,9900
58,12100
67,13900
35,7500
56,11700
69,14300
23,5100
74,15300
43,9100
65,13500
27,5900
19,4300
50,10500
31,6700
24,5300
19,4300
19,4300
35,7500
73,15100
46,9700
55,11500
28,6100
21,4700
37,7900
55,11500
31,6700
65,13500
35,7500
29,6300
50,10500
35,7500
67,13900
64,13300
66,13700
63,13100
46,9700
38,8100
51,10700
33,7100
29,6300
29,6300
51,10700
51,10700
59,12300
56,11700
58,12100
19,4300
40,8500
66,13700
18,4100
68,14100
64,13300
19,4300
69,14300
25,5500
71,14700
38,8100
66,13700
63,13100
74,15300
40,8500
62,12900
51,10700
33,7100
55,11500
57,11900
49,10300
57,11900
70,14500
40,8500
56,11700
74,15300
31,6700
72,14900
71,14700
48,10100
34,7300
34,7300
61,12700
69,14300
53,11100
36,7700
67,13900
33,7100
48,10100
64,13300
73,15100
54,11300
36,7700
71,14700
55,11500
64,13300
19,4300
50,10500
58,12100
30,6500
69,14300
22,4900
29,6300
26,5700
61,12700
53,11100
39,8300
23,5100
40,8500
52,10900
43,9100
32,6900
59,12300
49,10300
36,7700
40,8500
69,14300
39,8300
26,5700
52,10900
47,9900
67,13900
53,11100
26,5700
25,5500
21,4700
35,7500
29,6300
39,8300
53,11100
30,6500
24,5300
35,7500
60,12500
40,8500
55,11500
37,7900
71,14700
51,10700
24,5300
69,14300
53,11100
63,13100
70,14500
22,4900
45,9500
60,12500
25,5500
69,14300
42,8900
31,6700
33,7100
29,6300
51,10700
44,9300
71,14700
21,4700
65,13500
68,14100
66,13700
27,5900
62,12900
29,6300
33,7100
51,10700
59,12300
36,7700
27,5900
44,9300
61,12700
29,6300
24,5300
18,4100
29,6300
25,5500
20,4500
30,6500
61,12700
57,11900
49,10300
54,11300
42,8900
57,11900
26,5700
26,5700
74,15300
62,12900
48,10100
53,11100
56,11700
28,6100
54,11300
22,4900
46,9700
52,10900
57,11900
65,13500
46,9700
31,6700
30,6500
53,11100
58,12100
73,15100
38,8100
48,10100
52,10900
38,8100
37,7900
20,4500
29,6300
29,6300
65,13500
72,14900
71,14700
54,11300
58,12100
32,6900
25,5500
55,11500
21,4700
28,6100
28,6100
71,14700
57,11900
18,4100
45,9500
27,5900
38,8100
59,12300
47,9900
37,7900
45,9500
26,5700
22,4900
54,11300
53,11100
72,14900
59,12300
67,13900
30,6500
48,10100
21,4700
39,8300
58,12100
47,9900
21,4700
24,5300
39,8300
29,6300
29,6300
73,15100
41,8700
40,8500
65,13500
38,8100
24,5300
27,5900
43,9100
57,11900
59,12300
52,10900
67,13900
46,9700
63,13100
54,11300
40,8500
56,11700
60,12500
26,5700
24,5300
28,6100
64,13300
47,9900
29,6300
37,7900
23,5100
49,10300
38,8100
18,4100
44,9300
55,11500
33,7100
56,11700
31,6700
61,12700
32,6900
72,14900
53,11100
63,13100
54,11300
18,4100
49,10300
37,7900
28,6100
35,7500
32,6900
55,11500
19,4300
48,10100
73,15100
25,5500
27,5900
54,11300
48,10100
28,6100
38,8100
51,10700
35,7500
53,11100
26,5700
26,5700
60,12500
23,5100
54,11300
38,8100
30,6500
66,13700
25,5500
57,11900
63,13100
45,9500
74,15300
55,11500
63,13100
66,13700
54,11300
59,12300
69,14300
53,11100
56,11700
68,14100
40,8500
60,12500
59,12300
34,7300
42,8900
58,12100
68,14100
58,12100
66,13700
47,9900
57,11900
70,14500
66,13700
27,5900
19,4300
37,7900
65,13500
37,7900
58,12100
52,10900
71,14700
39,8300
23,5100
71,14700
66,13700
73,15100
69,14300
36,7700
35,7500
52,10900
23,5100
34,7300
68,14100
37,7900
42,8900
29,6300
34,7300
32,6900
66,13700
26,5700
21,4700
39,8300
42,8900
58,12100
43,9100
19,4300
55,11500
67,13900
67,13900
24,5300
55,11500
66,13700
41,8700
29,6300
44,9300
39,8300
25,5500
40,8500
49,10300
26,5700
45,9500
19,4300
61,12700
30,6500
33,7100
73,15100
65,13500
28,6100
63,13100
39,8300
55,11500
31,6700
47,9900
19,4300
35,7500
72,14900
25,5500
63,13100
69,14300
22,4900
61,12700
24,5300
66,13700
21,4700
67,13900
49,10300
64,13300
41,8700
44,9300
38,8100
22,4900
31,6700
30,6500
19,4300
39,8300
57,11900
40,8500
45,9500
39,8300
64,13300
65,13500
74,15300
34,7300
70,14500
71,14700
46,9700
60,12500
34,7300
38,8100
48,10100
65,13500
60,12500
18,4100
25,5500
29,6300
50,10500
67,13900
40,8500
28,6100
40,8500
36,7700
23,5100
50,10500
48,10100
43,9100
42,8900
25,5500
53,11100
67,13900
60,12500
22,4900
66,13700
40,8500
38,8100
67,13900
59,12300
39,8300
41,8700
62,12900
63,13100
64,13300
70,14500
66,13700
74,15300
67,13900
25,5500
51,10700
57,11900
65,13500
28,6100
50,10500
19,4300
63,13100
61,12700
22,4900
22,4900
18,4100
74,15300
44,9300
39,8300
29,6300
58,12100
20,4500
58,12100
54,11300
30,6500
45,9500
71,14700
57,11900
34,7300
58,12100
39,8300
35,7500
72,14900
44,9300
41,8700
64,13300
50,10500
56,11700
50,10500
58,12100
37,7900
53,11100
31,6700
49,10300
27,5900
19,4300
61,12700
33,7100
44,9300
47,9900
19,4300
25,5500
52,10900
33,7100
74,15300
74,15300
72,14900
54,11300
24,5300
49,10300
20,4500
37,7900
41,8700
39,8300
40,8500
55,11500
45,9500
44,9300
18,4100
68,14100
34,7300
24,5300
31,6700
46,9700
64,13300
53,11100
25,5500
33,7100
51,10700
30,6500
18,4100
63,13100
54,11300
43,9100
74,15300
46,9700
53,11100
46,9700
65,13500
21,4700
38,8100
31,6700
56,11700
57,11900
62,12900
18,4100
37,7900
30,6500
51,10700
36,7700
48,10100
69,14300
29,6300
43,9100
25,5500
45,9500
18,4100
47,9900
35,7500
19,4300
48,10100
42,8900
33,7100
58,12100
73,15100
24,5300
61,12700
44,9300
31,6700
69,14300
73,15100
74,15300
66,13700
29,6300
48,10100
42,8900
50,10500
72,14900
38,8100
40,8500
33,7100
72,14900
34,7300
28,6100
30,6500
49,10300
69,14300
64,13300
36,7700
62,12900
52,10900
72,14900
56,11700
21,4700
51,10700
59,12300
67,13900
32,6900
60,12500
63,13100
56,11700
63,13100
23,5100
57,11900
62,12900
66,13700
73,15100
73,15100
46,9700
23,5100
64,13300
27,5900
53,11100
42,8900
63,13100
32,6900
56,11700
34,7300
66,13700
33,7100
39,8300
54,11300
70,14500
42,8900
55,11500
27,5900
44,9300
27,5900
24,5300
66,13700
31,6700
68,14100
62,12900
55,11500
60,12500
54,11300
43,9100
68,14100
55,11500
73,15100
64,13300
50,10500
49,10300
60,12500
68,14100
25,5500
66,13700
34,7300
69,14300
58,12100
53,11100
60,12500
31,6700
73,15100
24,5300
37,7900
54,11300
49,10300
48,10100
42,8900
27,5900
31,6700
42,8900
36,7700
19,4300
57,11900
25,5500
70,14500
50,10500
52,10900
34,7300
43,9100
55,11500
27,5900
27,5900
71,14700
27,5900
63,13100
60,12500
52,10900
41,8700
66,13700
58,12100
24,5300
66,13700
46,9700
48,10100
42,8900
72,14900
53,11100
19,4300
60,12500
19,4300
46,9700
70,14500
50,10500
23,5100
33,7100
60,12500
68,14100
18,4100
31,6700
48,10100
34,7300
43,9100
60,12500
64,13300
34,7300
53,11100
62,12900
22,4900
44,9300
66,13700
64,13300
31,6700
67,13900
66,13700
72,14900
33,7100
54,11300
59,12300
42,8900
61,12700
54,11300
32,6900
66,13700
48,10100
42,8900
73,15100
33,7100
65,13500
69,14300
51,10700
43,9100
19,4300
59,12300
32,6900
73,15100
56,11700
59,12300
41,8700
35,7500
28,6100
48,10100
42,8900
29,6300
20,4500
24,5300
70,14500
43,9100
45,9500
48,10100
32,6900
66,13700
42,8900
36,7700
50,10500
23,5100
63,13100
35,7500
38,8100
49,10300
40,8500
30,6500
60,12500
59,12300
73,15100
36,7700
34,7300
66,13700
19,4300
42,8900
40,8500
23,5100
69,14300
51,10700
59,12300
31,6700
31,6700
55,11500
64,13300
56,11700
37,7900
44,9300
26,5700
28,6100
41,8700
51,10700
45,9500
74,15300
43,9100
46,9700
28,6100
48,10100
33,7100
53,11100
30,6500
39,8300
20,4500
26,5700
18,4100
22,4900
22,4900
34,7300
57,11900
74,15300
43,9100
66,13700
29,6300
26,5700
32,6900
46,9700
58,12100
57,11900
44,9300
43,9100
72,14900
47,9900
63,13100
22,4900
57,11900
72,14900
51,10700
59,12300
47,9900
58,12100
18,4100
27,5900
31,6700
20,4500
41,8700
69,14300
31,6700
27,5900
71,14700
20,4500
35,7500
25,5500
56,11700
23,5100
66,13700
39,8300
41,8700
58,12100
28,6100
28,6100
23,5100
33,7100
33,7100
42,8900
39,8300
38,8100
46,9700
32,6900
73,15100
30,6500
66,13700
42,8900
48,10100
25,5500
70,14500
39,8300
38,8100
44,9300
39,8300
51,10700
36,7700
47,9900
43,9100
25,5500
50,10500
60,12500
30,6500
31,6700
32,6900
42,8900
36,7700
74,15300
32,6900
26,5700
43,9100
20,4500
23,5100
26,5700
65,13500
24,5300
42,8900
54,11300
28,6100
24,5300
28,6100
70,14500
39,8300
69,14300
44,9300
63,13100
23,5100
67,13900
62,12900
50,10500
59,12300
48,10100
51,10700
40,8500
40,8500
44,9300
56,11700
74,15300
56,11700
65,13500
27,5900
47,9900
48,10100
74,15300
41,8700
52,10900
63,13100
69,14300
23,5100
63,13100
62,12900
60,12500
46,9700
38,8100
42,8900
29,6300
52,10900
52,10900
19,4300
66,13700
41,8700
32,6900
21,4700
37,7900
66,13700
73,15100
74,15300
51,10700
31,6700
33,7100
27,5900
29,6300
63,13100
24,5300
34,7300
54,11300
58,12100
59,12300
52,10900
70,14500
53,11100
23,5100
61,12700
58,12100
55,11500
43,9100
63,13100
34,7300
26,5700
62,12900
47,9900
47,9900
58,12100
29,6300
29,6300
64,13300
33,7100
74,15300
19,4300
20,4500
61,12700
60,12500
35,7500
27,5900
72,14900
56,11700
53,11100
42,8900
42,8900
42,8900
74,15300
23,5100
58,12100
56,11700
65,13500
36,7700
43,9100
59,12300
50,10500
73,15100
67,13900
47,9900
49,10300
34,7300
51,10700
55,11500
61,12700
45,9500
29,6300
57,11900
43,9100
37,7900
60,12500
25,5500
29,6300
58,12100
38,8100
48,10100
46,9700
22,4900
72,14900
27,5900
68,14100
68,14100
47,9900
46,9700
26,5700
61,12700
64,13300
74,15300
18,4100
40,8500
50,10500
44,9300
52,10900
67,13900
51,10700
21,4700
27,5900
71,14700
30,6500
59,12300
61,12700
59,12300
68,14100
36,7700
20,4500
73,15100
53,11100
42,8900
27,5900
34,7300
43,9100
24,5300
62,12900
74,15300
53,11100
60,12500
54,11300
48,10100
51,10700
62,12900
62,12900
31,6700
58,12100
45,9500
39,8300
38,8100
51,10700
54,11300
21,4700
69,14300
19,4300
64,13300
27,5900
57,11900
28,6100
27,5900
59,12300
63,13100
50,10500
30,6500
23,5100
23,5100
34,7300
51,10700
47,9900
19,4300
25,5500
30,6500
28,6100
27,5900
47,9900
50,10500
48,10100
35,7500
20,4500
54,11300
68,14100
64,13300
65,13500
36,7700
64,13300
49,10300
44,9300
37,7900
66,13700
35,7500
24,5300
35,7500
21,4700
74,15300
72,14900
63,13100
73,15100
61,12700
54,11300
57,11900
23,5100
53,11100
18,4100
35,7500
31,6700
20,4500
63,13100
30,6500
24,5300
67,13900
21,4700
73,15100
74,15300
37,7900
23,5100
52,10900
68,14100
19,4300
55,11500
74,15300
37,7900
38,8100
32,6900
25,5500
29,6300
34,7300
24,5300
50,10500
58,12100
43,9100
22,4900
44,9300
67,13900
48,10100
24,5300
67,13900
47,9900
43,9100
66,13700
42,8900
40,8500
69,14300
57,11900
71,14700
23,5100
59,12300
49,10300
32,6900
73,15100
43,9100
47,9900
61,12700
66,13700
63,13100
42,8900
65,13500
49,10300
56,11700
38,8100
33,7100
34,7300
26,5700
58,12100
51,10700
49,10300
53,11100
60,12500
34,7300
23,5100
18,4100
26,5700
25,5500
69,14300
74,15300
21,4700
45,9500
28,6100
27,5900
42,8900
71,14700
48,10100
18,4100
33,7100
46,9700
23,5100
63,13100
50,10500
29,6300
56,11700
49,10300
36,7700
27,5900
18,4100
47,9900
45,9500
30,6500
21,4700
71,14700
26,5700
61,12700
71,14700
58,12100
68,14100
19,4300
49,10300
66,13700
41,8700
45,9500
53,11100
37,7900
20,4500
38,8100
22,4900
42,8900
30,6500
42,8900
71,14700
60,12500
35,7500
59,12300
21,4700
29,6300
25,5500
36,7700
46,9700
51,10700
40,8500
31,6700
41,8700
66,13700
59,12300
22,4900
32,6900
55,11500
31,6700
21,4700
52,10900
41,8700
42,8900
30,6500
72,14900
69,14300
34,7300
22,4900
30,6500
66,13700
71,14700
37,7900
63,13100
60,12500
67,13900
52,10900
45,9500
57,11900
31,6700
69,14300
53,11100
39,8300
50,10500
37,7900
31,6700
25,5500
54,11300
23,5100
62,12900
63,13100
59,12300
45,9500
42,8900
73,15100
54,11300
68,14100
23,5100
57,11900
48,10100
32,6900
27,5900
46,9700
43,9100
26,5700
21,4700
19,4300
35,7500
36,7700
47,9900
33,7100
49,10300
44,9300
52,10900
25,5500
69,14300
46,9700
38,8100
22,4900
60,12500
24,5300
41,8700
71,14700
72,14900
47,9900
31,6700
70,14500
38,8100
28,6100
74,15300
69,14300
23,5100
43,9100
68,14100
32,6900
24,5300
25,5500
31,6700
58,12100
66,13700
54,11300
57,11900
25,5500
49,10300
54,11300
29,6300
18,4100
66,13700
68,14100
49,10300
18,4100
71,14700
28,6100
30,6500
25,5500
51,10700
19,4300
74,15300
64,13300
33,7100
27,5900
28,6100
22,4900
32,6900
42,8900
74,15300
68,14100
40,8500
26,5700
40,8500
70,14500
46,9700
54,11300
27,5900
32,6900
39,8300
25,5500
41,8700
19,4300
63,13100
69,14300
58,12100
22,4900
22,4900
20,4500
51,10700
49,10300
69,14300
60,12500
54,11300
33,7100
59,12300
30,6500
39,8300
62,12900
42,8900
33,7100
60,12500
42,8900
42,8900
50,10500
21,4700
48,10100
41,8700
56,11700
57,11900
47,9900
40,8500
49,10300
62,12900
22,4900
32,6900
21,4700
36,7700
46,9700
41,8700
27,5900
64,13300
53,11100
74,15300
42,8900
52,10900
33,7100
46,9700
32,6900
41,8700
56,11700
37,7900
64,13300
23,5100
55,11500
31,6700
28,6100
56,11700
54,11300
28,6100
64,13300
21,4700
74,15300
21,4700
22,4900
60,12500
31,6700
35,7500
38,8100
60,12500
70,14500
62,12900
34,7300
46,9700
42,8900
47,9900
29,6300
42,8900
53,11100
19,4300
65,13500
52,10900
26,5700
38,8100
57,11900
42,8900
21,4700
59,12300
58,12100
63,13100
67,13900
55,11500
72,14900
56,11700
39,8300
20,4500
72,14900
44,9300
60,12500
36,7700
67,13900
60,12500
21,4700
70,14500
70,14500
61,12700
53,11100
28,6100
25,5500
68,14100
56,11700
60,12500
63,13100
69,14300
36,7700
44,9300
45,9500
46,9700
36,7700
35,7500
